year,state,price
2015,New South Wales,402500
2015,Queensland,412650
2015,Northern Territory,440000
2015,Western Australia,352500
2015,South Australia,262500
2015,Tasmania,256250
2015,Victoria,297300
2015,Australian Capital Territory,586250
