year,state,price
2003,New South Wales,300000
2003,Queensland,370500
2003,Northern Territory,274400
2003,Western Australia,375200
2003,South Australia,225650
2003,Tasmania,220000
2003,Victoria,231750
2003,Australian Capital Territory,452500
